編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
384,桃園市104年度各月公寓大廈管理組織報備數量,都市發展局,桃園市政府,都市發展局,,,237,,月份、報備件數,
385,103年桃園市交通事故資料表,警察局,桃園市政府,警察局,,,541,,年(年分)、月(月份)、日(日期)、時(小時)、分(分)、縣市(發生縣市)、區(發生區)、村里(發生村里)、鄰(發生鄰)、街道1(發生街道)、段1(發生段)、巷(發生巷)、弄(發生弄)、號(發生門牌號碼)、公尺處1(參照公尺)、街道2(發生街道)、段2(發生段)、側(發生側)、附近1(發生附近)、道路(發生道路)、公里1(發生公里)、公尺處2(發生公尺)、向（方向）、車道（車道）、平交道（平交道）、公里2（發生公里）、公尺處3（發生公尺）、附近2（發生附近）、死（死亡人數）、受傷（受傷人數）、延後死亡(延後2-30小時死亡人數)、天候(天候)、光線(光線)、道路類別(道路類別)、速限(速限)、道路型態(道路型態)、事故位置(事故位置)、路面鋪裝(路面鋪裝)、路面狀態(路面狀態)、路面缺陷(路面缺陷)、障礙物(障礙物)、視距(視距)、號誌種類(號誌種類)、號誌動作(號誌動作)、分向設施(分向設施)、快車道或一般車道間(快車道或一般車道間)、快慢車道間(快慢車道間)、路面邊線(路面邊線)、事故類型及型態(事故類型及型態)、主要肇因(主要肇因)、受傷程度(受傷程度)、主要傷處(主要傷處)、保護裝備(保護裝備)、行動電話(行動電話)、當事者區分_類別(當事者區分_類別)、車輛用途(車輛用途)、當事者行動狀態(當事者行動狀態)、駕駛資格情形(駕駛資格情形)、駕駛執照種類(駕駛執照種類)、飲酒情形(飲酒情形)、車輛撞擊部位最初(車輛撞擊部位最初)、車輛撞擊部位其他(車輛撞擊部位其他)、肇事因素個別(肇事因素個別)、肇事因素主要(肇事因素主要)、肇事逃逸(肇事逃逸)、職業(職業)、旅次目的(旅次目的)、國籍(國籍)、備註(備註)、車種(車種),
386,桃園市105年A1道路交通事故-第一當事者飲酒情形,警察局,桃園市政府,警察局,,,91,,breau(分局轄區)、alcohol(酒精濃度)、year(年度)、	count(發生件數)、dead(死亡人數)、hurt(受傷人數),
387,桃園市環保旅店,環境保護局,桃園市政府,環境保護局,,,191,,項次、旅館名稱、電話、地址,
388, 103年各稅稅籍數及實徵稅額統計表-按區別,地方稅務局,桃園市政府,地方稅務局,,,98,,"區,地價稅_稅籍戶數,地價稅_實徵稅額(千元),使用牌照稅_車輛數,使用牌照稅_實徵稅額(千元),土地增值稅_收件數,土地增值稅_實徵稅額(千元),契稅_收件數,契稅_實徵稅額(千元)",
389,105年桃園市娛樂稅稅源月報表,地方稅務局,桃園市政府,地方稅務局,,,109,,"項目,類別,申報_家(件)數,查定_家(件)數,申報_營業總額,查定_營業總額,本月份申報_報繳(查定)稅額,本月份查定_報繳(查定)稅額,本年度截至本月底累計申報_報繳(查定)稅額,本年度截至本月底累計查定_報繳(查定)稅額,本月份申報_實徵稅額,本月份查定_實徵稅額,本年度截至本月底累計申報_實徵稅額,本年度截至本月底累計查定_實徵稅額,備註",
390,桃園市社區藥局,衛生局,桃園市政府,衛生局,,,359,,藥局名稱及地址,
391,桃園市政府消防局住宅火災警報器宣導資訊,消防局,桃園市政府,消防局,,,61,,項目、說明,
392,歷屆桃園市金牌好店資料,經濟發展局,桃園市政府,經濟發展局,,,289,,店名、電話、地址,
393,桃園市居家服務提供單位名冊,社會局,桃園市政府,社會局,,,137,,服務單位名稱、服務區域、電話、地址,
394,桃園市應實施防火管理制度之場所,消防局,桃園市政府,消防局,,,81,,法規、場所名稱、總樓地板面積、收容或員工人數,
395,桃園市有游泳池學校一覽表,教育局,桃園市政府,教育局,,,112,,教育局體健科提供,
396,桃園市子宮頸抹片篩檢確認診斷醫院診所,衛生局,桃園市政府,衛生局,,,38,,編號、轄區、院所名稱、地址、電話,
397,桃園市地方文化館,文化局,桃園市政府,文化局,,,173,,館舍簡介、所在縣市、開放時間、館舍地址、連絡方式、文化局對應頁面連結,
398,106年金牌水質認證標章得獎業者資料,衛生局,桃園市政府,衛生局,,,12,,編號、市招名稱、商號地址、電話,
399,桃園市政府衛生局106年抽驗食品不合格名單,衛生局,桃園市政府,衛生局,,,124,,抽驗日期(抽檢日期)、檢體名稱(檢驗物品名稱)、檢驗項目(此次檢驗項目)、抽驗廠商名稱及地址、來源商名稱及地址、檢驗結果、檢驗數值及標準、後續處辦情形,
400,桃園市98-104年復查決定書處理資料表,地方稅務局,桃園市政府,地方稅務局,,,226,,文號、案名、復查決定,
401,桃園市政府地方稅務局102年度歲出決算表,地方稅務局,桃園市政府,地方稅務局,,,224,,名稱、預算數、決算數_實現數、決算數_應付數、決算數_保留數、決算數_合計、比較增減數、剔除經費繳庫數,
402,99年桃園市各項稅捐實徵淨額與預算數及上年同期比較-累計數,地方稅務局,桃園市政府,地方稅務局,,,175,,稅目別、截至本月底止累計實徵數_合計、截至本月底止累計實徵數_本年度、截至本月底止累計實徵數_以前年度、截至本月底止累計退還以前年度歲入款、截至本月底止累計實徵淨額、累計實徵淨額與全年預算數比較、百分比1、累計實徵淨額與同期分配預算數比較、百分比2、累計實徵淨額與上年同期比較、增減百分比,
403,102年桃園市土地公告現值及公告地價,地政局,桃園市政府,地政局,,,1087,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺) ,
404,桃園市政府警察局101~105年蘆竹分局預算表,警察局,桃園市政府,警察局,,,154,,year(年度，預算所屬年度)、type(預算別，分為歲入來源別及歲出機關別)、breau(機關，預算所屬機關)、art_1(款)、art_2(項)、art_3(目)、art_4(節)、name(名稱，預算名稱)、budget(預算數，單位為新臺幣/元),
405,桃園市政府民政局附屬機關清冊,民政局,桃園市政府,民政局,,,55,,機關名稱、地址,
406,桃園市嫌疑犯人數按年齡組別,警察局,桃園市政府,警察局,,,169,,year(年度)、age(年齡)、sex(性別)、p_count(人數),
407,公車即時車輛位置,交通局,桃園市政府,交通局,,,131,,"ProviderID(業者代碼),BusID(車號),DutyStatus(營運狀態[0=執勤,1=開始,2=結束,90=不明]),BusStatus(車輛狀態[0=正常,1=車禍,2=故障,3=塞車,4=求援,5=加油,90=不明或長時間無到離站]),RouteID(行駛路線),GoBack(去返程[1=去程,2=返程]),Longitude(所在位置緯度),Latitude(所在位置經度),Speed(車速),Azimuth(方位角),DataTime(系統時間),ledstate(保留用),sections(保留用),carType(保留用),rectime(保留用),driverid(保留用)",
408,桃園市官網徵才資訊,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,692,,發布單位、發布日期、截止日期、徵才機關、名額、性別、地址、工作地點、工作地點、有效日期、資格條件、工作項目、聯絡資訊,
409,行政區代碼及名稱對照資料,地政局,桃園市政府,地政局,,,4,,行政區代碼、行政區名稱,
410,桃園市各役政單位聯絡清冊,民政局,桃園市政府,民政局,,,360,,單位、地址、電話,
411,106年4月直轄市稅捐徵收(按稅目)比較表,地方稅務局,桃園市政府,地方稅務局,,,1,,稅目、台北市、新北市、桃園市、台中市、台南市、高雄市、其他縣市、總計,
412,桃園市實施集中支付通匯(電連)存帳及簽發支票情形,財政局,桃園市政府,財政局,,,10,,年度、集中支付支用單位付款單位數、集中支付支用單位撥款單位數、支付淨額、可支用庫款餘額年度預算分配數、可支用庫款餘額以前年度歲出應付款、可支用庫款餘額融資性支出、可支用庫款餘額墊付款、可支用庫款餘額預撥經費、可支用庫款餘額特別預算、可支用庫款餘額保管款、可支用庫款餘額特種基金、可支用庫款餘額其他,
413,電子遊戲場業登記清冊,經濟發展局,桃園市政府,經濟發展局,,,1,,公司或商業名稱、統一編號、公司或商業地址、組織種類、營業項目,
414,桃園市各項規費徵收項目及收費基準一覽表,財政局,桃園市政府,財政局,,,142,,機關名稱、規費項目、收費內容、收費基準（單位）、收費基準【費額（率）】、最近修正日期、訂定機關、法令依據、備註,
415,桃園市福利補助申辦項目,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,285,,政策名稱、承辦機關、承辦單位、政策說明、申請資格-設籍限制、申請資格-身分別、申請資格-身分次類別、申請資格-年齡下限、申請資格-年齡上限、問題別、申請資格、申請方式、申辦流程連結、應備證件連結、線上申辦連結、案件表書下載連結、聯絡窗口、交付方式、處理時間、備註欄,
416,桃園市105年A2道路交通事故-機車傷亡者與戴用安全帽關係統計,警察局,桃園市政府,警察局,,,100,,breau(分局轄區)、p_class(駕駛人或被載人)、statu_class(是否戴用安全帽)、dead(死亡人數)、hurt(受傷人數),
417,桃園市政府消防局育嬰留職人員官職等分布情形,消防局,桃園市政府,消防局,,,8,,官職等、育嬰留職停薪人次,
418,桃園市政府地政局區段徵收開發案已標售土地一覽表,地政局,桃園市政府,地政局,,,275,,"標售日期,行政區,地段,地號,面積(平方公尺),標售底價(元),得標金額(元)",
419,桃園市公寓大廈管理委員會清冊(中壢區),都市發展局,桃園市政府,都市發展局,,,382,,序號、管理委員會、建築物地址,
420,公告現值級距圖,地政局,桃園市政府,地政局,,,200,,圖示,
421,桃園市A1及A2類道路交通事故統計,警察局,桃園市政府,警察局,,,420,,year(年度，交通事故發生年度)、breau(轄區，交通事故發生轄區)、type(交通事故種類，A1代表死亡交通事故、A2代表受傷但無死亡之交通事故)、class(傷亡種類，交通事故死亡或受傷)、p_count(人數，交通事故人數統計),
422,桃園市視障街頭藝人名冊,勞動局,桃園市政府,勞動局,,,92,,"街頭藝人姓名,表演樂器,連絡電話",
423,桃園市原住民人口數,民政局,桃園市政府,民政局,,,265,,區域別、性別、阿美族、泰雅族、排灣族、布農族、魯凱族、卑南族、鄒族、賽夏族、雅美族、邵族、噶瑪蘭族、太魯閣族、撒奇萊雅族、賽德克族、拉阿魯哇族、卡那卡那富族、尚未申報,
424,桃園市消防義消楷模,消防局,桃園市政府,消防局,,,33,,年度、單位、職稱、姓名,
425,桃園市客家文化館收費標準表(周邊廣場),客家事務局,桃園市政府,客家事務局,,,22,,"場地別,坪數,時段,時間,場地使用費_平日_每時段,場地使用費_假日_每時段,清潔費_每時段,夜間照明費_每時段,場地範圍,保證金",
426,桃園市仲介本國人在國內工作之私立就業服務機構暨分支機構,勞動局,桃園市政府,勞動局,,,85,,"許可證字號,機構名稱,機構地址,機構電話,負責人姓名,機構性質,許可證有效期限",
427,龍潭航空噪音防制區,環境保護局,桃園市政府,環境保護局,,,269,,防制區、區、里,
428,105年度八德區新舊建號對照資料,地政局,桃園市政府,地政局,,,237,,"舊地號行政區,新地號行政區,舊地段名稱,新地段名稱,舊地號,新地號",
429,100年桃園市土地公告現值-蘆竹,地政局,桃園市政府,地政局,,,3,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
430,客家委員會「106年度客語薪傳師傳習補助計畫」第二次開班,客家事務局,桃園市政府,客家事務局,,,31,,計畫編號、縣(市)別、計畫類別、申請者、教授腔調別、計畫名稱及內容、實施地點、開課地址、開班數、計畫期程,
